COM;Pot_Cont;Escalao;ORD;COD_Proposta;Contagem;TF;TV|TVFV|TVP;TVV|TVC;TVVz;TFGN;TVGN
GALP;1,15;1;;GALP_33;1;0,18581409717;0,1832290075056;;;0,1019729472;0,109284477
GALP;2,3;2;;GALP_33;1;0,2300129535885;0,1832290075056;;;0,18494536256;0,1083232353826
GALP;3,45;3;;GALP_33;1;0,2834560992256;0,148577799644773;;;0,2698353376;0,1069936942224
GALP;4,6;4;;GALP_33;1;0,3311261635968;0,148577799644773;;;0,427962656;0,1052370168284
GALP;5,75;;;GALP_33;1;0,4029721492992;0,148577799644773;;;;
GALP;6,9;;;GALP_33;1;0,532260498768;0,156378027702634;;;;
GALP;10,35;;;GALP_33;1;0,7170880691556;0,156371372134048;;;;
GALP;13,8;;;GALP_33;1;0,924276013743;0,178315620616992;;;;
GALP;17,25;;;GALP_33;1;1,126799345769;0,178315620616992;;;;
GALP;20,7;;;GALP_33;1;1,4054413228215;0,178315620616992;;;;
GALP;1,15;1;;GALP_34;1;0,18581409717;0,1832290075056;;;0,1019729472;0,109284477
GALP;2,3;2;;GALP_34;1;0,2300129535885;0,1832290075056;;;0,18494536256;0,1083232353826
GALP;3,45;3;;GALP_34;1;0,2834560992256;0,148577799644773;;;0,2698353376;0,1069936942224
GALP;4,6;4;;GALP_34;1;0,3311261635968;0,148577799644773;;;0,427962656;0,1052370168284
GALP;5,75;;;GALP_34;1;0,4029721492992;0,148577799644773;;;;
GALP;6,9;;;GALP_34;1;0,532260498768;0,156378027702634;;;;
GALP;10,35;;;GALP_34;1;0,7170880691556;0,156371372134048;;;;
GALP;13,8;;;GALP_34;1;0,924276013743;0,178315620616992;;;;
GALP;17,25;;;GALP_34;1;1,126799345769;0,178315620616992;;;;
GALP;20,7;;;GALP_34;1;1,4054413228215;0,178315620616992;;;;
GALP;1,15;1;;GALP_35;1;0,181774660275;0,179245768212;;;0,099756144;0,1069087275
GALP;2,3;2;;GALP_35;1;0,22501267198875;0,179245768212;;;0,1809248112;0,1059683824395
GALP;3,45;3;;GALP_35;1;0,277294010112;0,145347847478582;;;0,263969352;0,104667744348
GALP;4,6;4;;GALP_35;1;0,323927768736;0,145347847478582;;;0,41865912;0,102949255593
GALP;5,75;;;GALP_35;1;0,394211885184;0,145347847478582;;;;
GALP;6,9;;;GALP_35;1;0,52068961836;0,152978505361272;;;;
GALP;10,35;;;GALP_35;1;0,701499198087;0,15297199447896;;;;
GALP;13,8;;;GALP_35;1;0,9041830569225;0,17443919408184;;;;
GALP;17,25;;;GALP_35;1;1,1023037078175;0,17443919408184;;;;
GALP;20,7;;;GALP_35;1;1,37488825058625;0,17443919408184;;;;
GALP;1,15;1;;GALP_36;1;0,189853534065;0,1872122467992;;;;
GALP;2,3;2;;GALP_36;1;0,23501323518825;0,1872122467992;;;;
GALP;3,45;3;;GALP_36;1;0,2896181883392;0,151807751810964;;;;
GALP;4,6;4;;GALP_36;1;0,3383245584576;0,151807751810964;;;;
GALP;5,75;;;GALP_36;1;0,4117324134144;0,151807751810964;;;;
GALP;6,9;;;GALP_36;1;0,543831379176;0,159777550043995;;;;
GALP;10,35;;;GALP_36;1;0,7326769402242;0,159770749789136;;;;
GALP;13,8;;;GALP_36;1;0,9443689705635;0,182192047152144;;;;
GALP;17,25;;;GALP_36;1;1,1512949837205;0,182192047152144;;;;
GALP;20,7;;;GALP_36;1;1,43599439505675;0,182192047152144;;;;
GALP;1,15;1;;GALP_37;1;0,181774660275;0,179245768212;;;0,099756144;0,1069087275
GALP;2,3;2;;GALP_37;1;0,22501267198875;0,179245768212;;;0,1809248112;0,1059683824395
GALP;3,45;3;;GALP_37;1;0,277294010112;0,145347847478582;;;0,263969352;0,104667744348
GALP;4,6;4;;GALP_37;1;0,323927768736;0,145347847478582;;;0,41865912;0,102949255593
GALP;5,75;;;GALP_37;1;0,394211885184;0,145347847478582;;;;
GALP;6,9;;;GALP_37;1;0,52068961836;0,152978505361272;;;;
GALP;10,35;;;GALP_37;1;0,701499198087;0,15297199447896;;;;
GALP;13,8;;;GALP_37;1;0,9041830569225;0,17443919408184;;;;
GALP;17,25;;;GALP_37;1;1,1023037078175;0,17443919408184;;;;
GALP;20,7;;;GALP_37;1;1,37488825058625;0,17443919408184;;;;
GALP;1,15;1;;GALP_38;1;0,181774660275;0,179245768212;;;0,099756144;0,1069087275
GALP;2,3;2;;GALP_38;1;0,22501267198875;0,179245768212;;;0,1809248112;0,1059683824395
GALP;3,45;3;;GALP_38;1;0,277294010112;0,145347847478582;;;0,263969352;0,104667744348
GALP;4,6;4;;GALP_38;1;0,323927768736;0,145347847478582;;;0,41865912;0,102949255593
GALP;5,75;;;GALP_38;1;0,394211885184;0,145347847478582;;;;
GALP;6,9;;;GALP_38;1;0,52068961836;0,152978505361272;;;;
GALP;10,35;;;GALP_38;1;0,701499198087;0,15297199447896;;;;
GALP;13,8;;;GALP_38;1;0,9041830569225;0,17443919408184;;;;
GALP;17,25;;;GALP_38;1;1,1023037078175;0,17443919408184;;;;
GALP;20,7;;;GALP_38;1;1,37488825058625;0,17443919408184;;;;
GALP;1,15;1;;GALP_39;1;0,18581409717;0,1832290075056;;;0,1019729472;0,109284477
GALP;2,3;2;;GALP_39;1;0,2300129535885;0,1832290075056;;;0,18494536256;0,1083232353826
GALP;3,45;3;;GALP_39;1;0,2834560992256;0,148577799644773;;;0,2698353376;0,1069936942224
GALP;4,6;4;;GALP_39;1;0,3311261635968;0,148577799644773;;;0,427962656;0,1052370168284
GALP;5,75;;;GALP_39;1;0,4029721492992;0,148577799644773;;;;
GALP;6,9;;;GALP_39;1;0,532260498768;0,156378027702634;;;;
GALP;10,35;;;GALP_39;1;0,7170880691556;0,156371372134048;;;;
GALP;13,8;;;GALP_39;1;0,924276013743;0,178315620616992;;;;
GALP;17,25;;;GALP_39;1;1,126799345769;0,178315620616992;;;;
GALP;20,7;;;GALP_39;1;1,4054413228215;0,178315620616992;;;;
GALP;1,15;1;;GALP_40;1;0,18581409717;0,1832290075056;;;;
GALP;2,3;2;;GALP_40;1;0,2300129535885;0,1832290075056;;;;
GALP;3,45;3;;GALP_40;1;0,2834560992256;0,148577799644773;;;;
GALP;4,6;4;;GALP_40;1;0,3311261635968;0,148577799644773;;;;
GALP;5,75;;;GALP_40;1;0,4029721492992;0,148577799644773;;;;
GALP;6,9;;;GALP_40;1;0,532260498768;0,156378027702634;;;;
GALP;10,35;;;GALP_40;1;0,7170880691556;0,156371372134048;;;;
GALP;13,8;;;GALP_40;1;0,924276013743;0,178315620616992;;;;
GALP;17,25;;;GALP_40;1;1,126799345769;0,178315620616992;;;;
GALP;20,7;;;GALP_40;1;1,4054413228215;0,178315620616992;;;;
GALP;1,15;1;;GALP_41;1;0,189853534065;0,1872122467992;;;;
GALP;2,3;2;;GALP_41;1;0,23501323518825;0,1872122467992;;;;
GALP;3,45;3;;GALP_41;1;0,2896181883392;0,151807751810964;;;;
GALP;4,6;4;;GALP_41;1;0,3383245584576;0,151807751810964;;;;
GALP;5,75;;;GALP_41;1;0,4117324134144;0,151807751810964;;;;
GALP;6,9;;;GALP_41;1;0,543831379176;0,159777550043995;;;;
GALP;10,35;;;GALP_41;1;0,7326769402242;0,159770749789136;;;;
GALP;13,8;;;GALP_41;1;0,9443689705635;0,182192047152144;;;;
GALP;17,25;;;GALP_41;1;1,1512949837205;0,182192047152144;;;;
GALP;20,7;;;GALP_41;1;1,43599439505675;0,182192047152144;;;;
GALP;1,15;1;;GALP_42;1;0,189853534065;0,1872122467992;;;;
GALP;2,3;2;;GALP_42;1;0,23501323518825;0,1872122467992;;;;
GALP;3,45;3;;GALP_42;1;0,2896181883392;0,151807751810964;;;;
GALP;4,6;4;;GALP_42;1;0,3383245584576;0,151807751810964;;;;
GALP;5,75;;;GALP_42;1;0,4117324134144;0,151807751810964;;;;
GALP;6,9;;;GALP_42;1;0,543831379176;0,159777550043995;;;;
GALP;10,35;;;GALP_42;1;0,7326769402242;0,159770749789136;;;;
GALP;13,8;;;GALP_42;1;0,9443689705635;0,182192047152144;;;;
GALP;17,25;;;GALP_42;1;1,1512949837205;0,182192047152144;;;;
GALP;20,7;;;GALP_42;1;1,43599439505675;0,182192047152144;;;;
GALP;1,15;1;;GALP_43;1;0,18581409717;0,1832290075056;;;;
GALP;2,3;2;;GALP_43;1;0,2300129535885;0,1832290075056;;;;
GALP;3,45;3;;GALP_43;1;0,2834560992256;0,148577799644773;;;;
GALP;4,6;4;;GALP_43;1;0,3311261635968;0,148577799644773;;;;
GALP;5,75;;;GALP_43;1;0,4029721492992;0,148577799644773;;;;
GALP;6,9;;;GALP_43;1;0,532260498768;0,156378027702634;;;;
GALP;10,35;;;GALP_43;1;0,7170880691556;0,156371372134048;;;;
GALP;13,8;;;GALP_43;1;0,924276013743;0,178315620616992;;;;
GALP;17,25;;;GALP_43;1;1,126799345769;0,178315620616992;;;;
GALP;20,7;;;GALP_43;1;1,4054413228215;0,178315620616992;;;;
GALP;1,15;1;;GALP_44;1;0,18581409717;0,1832290075056;;;0,1019729472;0,109284477
GALP;2,3;2;;GALP_44;1;0,2300129535885;0,1832290075056;;;0,18494536256;0,1083232353826
GALP;3,45;3;;GALP_44;1;0,2834560992256;0,148577799644773;;;0,2698353376;0,1069936942224
GALP;4,6;4;;GALP_44;1;0,3311261635968;0,148577799644773;;;0,427962656;0,1052370168284
GALP;5,75;;;GALP_44;1;0,4029721492992;0,148577799644773;;;;
GALP;6,9;;;GALP_44;1;0,532260498768;0,156378027702634;;;;
GALP;10,35;;;GALP_44;1;0,7170880691556;0,156371372134048;;;;
GALP;13,8;;;GALP_44;1;0,924276013743;0,178315620616992;;;;
GALP;17,25;;;GALP_44;1;1,126799345769;0,178315620616992;;;;
GALP;20,7;;;GALP_44;1;1,4054413228215;0,178315620616992;;;;
GALP;1,15;1;;GALP_45;1;0,18581409717;0,1832290075056;;;;
GALP;2,3;2;;GALP_45;1;0,2300129535885;0,1832290075056;;;;
GALP;3,45;3;;GALP_45;1;0,2834560992256;0,148577799644773;;;;
GALP;4,6;4;;GALP_45;1;0,3311261635968;0,148577799644773;;;;
GALP;5,75;;;GALP_45;1;0,4029721492992;0,148577799644773;;;;
GALP;6,9;;;GALP_45;1;0,532260498768;0,156378027702634;;;;
GALP;10,35;;;GALP_45;1;0,7170880691556;0,156371372134048;;;;
GALP;13,8;;;GALP_45;1;0,924276013743;0,178315620616992;;;;
GALP;17,25;;;GALP_45;1;1,126799345769;0,178315620616992;;;;
GALP;20,7;;;GALP_45;1;1,4054413228215;0,178315620616992;;;;
GALP;1,15;1;;GALP_46;1;0,18581409717;0,1832290075056;;;;
GALP;2,3;2;;GALP_46;1;0,2300129535885;0,1832290075056;;;;
GALP;3,45;3;;GALP_46;1;0,2834560992256;0,148577799644773;;;;
GALP;4,6;4;;GALP_46;1;0,3311261635968;0,148577799644773;;;;
GALP;5,75;;;GALP_46;1;0,4029721492992;0,148577799644773;;;;
GALP;6,9;;;GALP_46;1;0,532260498768;0,156378027702634;;;;
GALP;10,35;;;GALP_46;1;0,7170880691556;0,156371372134048;;;;
GALP;13,8;;;GALP_46;1;0,924276013743;0,178315620616992;;;;
GALP;17,25;;;GALP_46;1;1,126799345769;0,178315620616992;;;;
GALP;20,7;;;GALP_46;1;1,4054413228215;0,178315620616992;;;;
GALP;1,15;1;;GALP_47;1;;;;;0,1041897504;0,1116602265
GALP;2,3;2;;GALP_47;1;;;;;0,18896591392;0,1106780883257
GALP;3,45;3;;GALP_47;1;;;;;0,2757013232;0,1093196440968
GALP;4,6;4;;GALP_47;1;;;;;0,437266192;0,1075247780638
GALP;1,15;1;;GALP_48;1;;;;;0,1064065536;0,114035976
GALP;2,3;2;;GALP_48;1;;;;;0,19298646528;0,1130329412688
GALP;3,45;3;;GALP_48;1;;;;;0,2815673088;0,1116455939712
GALP;4,6;4;;GALP_48;1;;;;;0,446569728;0,1098125392992
GALP;1,15;1;;GALP_49;1;0,18581409717;0,1832290075056;;;0,1019729472;0,109284477
GALP;2,3;2;;GALP_49;1;0,2300129535885;0,1832290075056;;;0,18494536256;0,1083232353826
GALP;3,45;3;;GALP_49;1;0,2834560992256;0,148577799644773;;;0,2698353376;0,1069936942224
GALP;4,6;4;;GALP_49;1;0,3311261635968;0,148577799644773;;;0,427962656;0,1052370168284
GALP;5,75;;;GALP_49;1;0,4029721492992;0,148577799644773;;;;
GALP;6,9;;;GALP_49;1;0,532260498768;0,156378027702634;;;;
GALP;10,35;;;GALP_49;1;0,7170880691556;0,156371372134048;;;;
GALP;13,8;;;GALP_49;1;0,924276013743;0,178315620616992;;;;
GALP;17,25;;;GALP_49;1;1,126799345769;0,178315620616992;;;;
GALP;20,7;;;GALP_49;1;1,4054413228215;0,178315620616992;;;;
GALP;1,15;1;;GALP_50;1;;;;;0,1097317584;0,11759960025
GALP;2,3;2;;GALP_50;1;;;;;0,19901729232;0,11656522068345
GALP;3,45;3;;GALP_50;1;;;;;0,2903662872;0,1151345187828
GALP;4,6;4;;GALP_50;1;;;;;0,460525032;0,1132441811523
GALP;1,15;1;;GALP_51;1;;;;;0,1064065536;0,114035976
GALP;2,3;2;;GALP_51;1;;;;;0,19298646528;0,1130329412688
GALP;3,45;3;;GALP_51;1;;;;;0,2815673088;0,1116455939712
GALP;4,6;4;;GALP_51;1;;;;;0,446569728;0,1098125392992
GALP;1,15;1;;GALP_52;1;0,20197184475;0,19956196468;;;;
GALP;2,3;2;;GALP_52;1;0,2500140799875;0,19956196468;;;;
GALP;3,45;3;;GALP_52;1;0,30810445568;0,161897608309536;;;;
GALP;4,6;4;;GALP_52;1;0,35991974304;0,161897608309536;;;;
GALP;5,75;;;GALP_52;1;0,43801320576;0,161897608309536;;;;
GALP;6,9;;;GALP_52;1;0,5785440204;0,17037611706808;;;;
GALP;10,35;;;GALP_52;1;0,77944355343;0,1703688827544;;;;
GALP;13,8;;;GALP_52;1;1,004647841025;0,1942213267576;;;;
GALP;17,25;;;GALP_52;1;1,224781897575;0,1942213267576;;;;
GALP;20,7;;;GALP_52;1;1,5276536117625;0,1942213267576;;;;
GALP;1,15;1;;GALP_53;1;0,20197184475;0,19956196468;;;;
GALP;2,3;2;;GALP_53;1;0,2500140799875;0,19956196468;;;;
GALP;3,45;3;;GALP_53;1;0,30810445568;0,161897608309536;;;;
GALP;4,6;4;;GALP_53;1;0,35991974304;0,161897608309536;;;;
GALP;5,75;;;GALP_53;1;0,43801320576;0,161897608309536;;;;
GALP;6,9;;;GALP_53;1;0,5785440204;0,17037611706808;;;;
GALP;10,35;;;GALP_53;1;0,77944355343;0,1703688827544;;;;
GALP;13,8;;;GALP_53;1;1,004647841025;0,1942213267576;;;;
GALP;17,25;;;GALP_53;1;1,224781897575;0,1942213267576;;;;
GALP;20,7;;;GALP_53;1;1,5276536117625;0,1942213267576;;;;
GALP;1,15;1;;GALP_54;1;;;;;0,1041897504;0,1116602265
GALP;2,3;2;;GALP_54;1;;;;;0,18896591392;0,1106780883257
GALP;3,45;3;;GALP_54;1;;;;;0,2757013232;0,1093196440968
GALP;4,6;4;;GALP_54;1;;;;;0,437266192;0,1075247780638
GALP;1,15;1;;GALP_55;1;0,189853534065;0,1872122467992;;;0,1041897504;0,1116602265
GALP;2,3;2;;GALP_55;1;0,23501323518825;0,1872122467992;;;0,18896591392;0,1106780883257
GALP;3,45;3;;GALP_55;1;0,2896181883392;0,151807751810964;;;0,2757013232;0,1093196440968
GALP;4,6;4;;GALP_55;1;0,3383245584576;0,151807751810964;;;0,437266192;0,1075247780638
GALP;5,75;;;GALP_55;1;0,4117324134144;0,151807751810964;;;;
GALP;6,9;;;GALP_55;1;0,543831379176;0,159777550043995;;;;
GALP;10,35;;;GALP_55;1;0,7326769402242;0,159770749789136;;;;
GALP;13,8;;;GALP_55;1;0,9443689705635;0,182192047152144;;;;
GALP;17,25;;;GALP_55;1;1,1512949837205;0,182192047152144;;;;
GALP;20,7;;;GALP_55;1;1,43599439505675;0,182192047152144;;;;
GALP;1,15;1;;GALP_56;1;;;;;0,1019729472;0,109284477
GALP;2,3;2;;GALP_56;1;;;;;0,18494536256;0,1083232353826
GALP;3,45;3;;GALP_56;1;;;;;0,2698353376;0,1069936942224
GALP;4,6;4;;GALP_56;1;;;;;0,427962656;0,1052370168284
GALP;1,15;1;;GALP_57;1;;;;;0,1019729472;0,109284477
GALP;2,3;2;;GALP_57;1;;;;;0,18494536256;0,1083232353826
GALP;3,45;3;;GALP_57;1;;;;;0,2698353376;0,1069936942224
GALP;4,6;4;;GALP_57;1;;;;;0,427962656;0,1052370168284
GALP;1,15;1;;GALP_58;1;;;;;0,1041897504;0,1116602265
GALP;2,3;2;;GALP_58;1;;;;;0,18896591392;0,1106780883257
GALP;3,45;3;;GALP_58;1;;;;;0,2757013232;0,1093196440968
GALP;4,6;4;;GALP_58;1;;;;;0,437266192;0,1075247780638
GALP;1,15;1;;GALP_59;1;0,19389297096;0,1911954860928;;;;
GALP;2,3;2;;GALP_59;1;0,240013516788;0,1911954860928;;;;
GALP;3,45;3;;GALP_59;1;0,2957802774528;0,155037703977155;;;;
GALP;4,6;4;;GALP_59;1;0,3455229533184;0,155037703977155;;;;
GALP;5,75;;;GALP_59;1;0,4204926775296;0,155037703977155;;;;
GALP;6,9;;;GALP_59;1;0,555402259584;0,163177072385357;;;;
GALP;10,35;;;GALP_59;1;0,7482658112928;0,163170127444224;;;;
GALP;13,8;;;GALP_59;1;0,964461927384;0,186068473687296;;;;
GALP;17,25;;;GALP_59;1;1,175790621672;0,186068473687296;;;;
GALP;20,7;;;GALP_59;1;1,466547467292;0,186068473687296;;;;
GALP;1,15;1;;GALP_61;1;0,189853534065;0,1872122467992;;;;
GALP;2,3;2;;GALP_61;1;0,23501323518825;0,1872122467992;;;;
GALP;3,45;3;;GALP_61;1;0,2896181883392;0,151807751810964;;;;
GALP;4,6;4;;GALP_61;1;0,3383245584576;0,151807751810964;;;;
GALP;5,75;;;GALP_61;1;0,4117324134144;0,151807751810964;;;;
GALP;6,9;;;GALP_61;1;0,543831379176;0,159777550043995;;;;
GALP;10,35;;;GALP_61;1;0,7326769402242;0,159770749789136;;;;
GALP;13,8;;;GALP_61;1;0,9443689705635;0,182192047152144;;;;
GALP;17,25;;;GALP_61;1;1,1512949837205;0,182192047152144;;;;
GALP;20,7;;;GALP_61;1;1,43599439505675;0,182192047152144;;;;
GALP;1,15;1;;GALP_63;1;0,20197184475;0,19956196468;;;;
GALP;2,3;2;;GALP_63;1;0,2500140799875;0,19956196468;;;;
GALP;3,45;3;;GALP_63;1;0,30810445568;0,161897608309536;;;;
GALP;4,6;4;;GALP_63;1;0,35991974304;0,161897608309536;;;;
GALP;5,75;;;GALP_63;1;0,43801320576;0,161897608309536;;;;
GALP;6,9;;;GALP_63;1;0,5785440204;0,17037611706808;;;;
GALP;10,35;;;GALP_63;1;0,77944355343;0,1703688827544;;;;
GALP;13,8;;;GALP_63;1;1,004647841025;0,1942213267576;;;;
GALP;17,25;;;GALP_63;1;1,224781897575;0,1942213267576;;;;
GALP;20,7;;;GALP_63;1;1,5276536117625;0,1942213267576;;;;
GALP;1,15;1;;GALP_64;1;0,18581409717;0,1835970075056;;;;
GALP;2,3;2;;GALP_64;1;0,2300129535885;0,1835970075056;;;;
GALP;3,45;3;;GALP_64;1;0,2834560992256;0,148945799644773;;;;
GALP;4,6;4;;GALP_64;1;0,3311261635968;0,148945799644773;;;;
GALP;5,75;;;GALP_64;1;0,4029721492992;0,148945799644773;;;;
GALP;6,9;;;GALP_64;1;0,532260498768;0,156746027702634;;;;
GALP;10,35;;;GALP_64;1;0,7170880691556;0,156739372134048;;;;
GALP;13,8;;;GALP_64;1;0,924276013743;0,178683620616992;;;;
GALP;17,25;;;GALP_64;1;1,126799345769;0,178683620616992;;;;
GALP;20,7;;;GALP_64;1;1,4054413228215;0,178683620616992;;;;
GALP;1,15;1;;GALP_65;1;0,18581409717;0,1835970075056;;;;
GALP;2,3;2;;GALP_65;1;0,2300129535885;0,1835970075056;;;;
GALP;3,45;3;;GALP_65;1;0,2834560992256;0,148945799644773;;;;
GALP;4,6;4;;GALP_65;1;0,3311261635968;0,148945799644773;;;;
GALP;5,75;;;GALP_65;1;0,4029721492992;0,148945799644773;;;;
GALP;6,9;;;GALP_65;1;0,532260498768;0,156746027702634;;;;
GALP;10,35;;;GALP_65;1;0,7170880691556;0,156739372134048;;;;
GALP;13,8;;;GALP_65;1;0,924276013743;0,178683620616992;;;;
GALP;17,25;;;GALP_65;1;1,126799345769;0,178683620616992;;;;
GALP;20,7;;;GALP_65;1;1,4054413228215;0,178683620616992;;;;
GALP;1,15;1;;GALP_66;1;0,189853534065;0,1875882467992;;;;
GALP;2,3;2;;GALP_66;1;0,23501323518825;0,1875882467992;;;;
GALP;3,45;3;;GALP_66;1;0,2896181883392;0,152183751810964;;;;
GALP;4,6;4;;GALP_66;1;0,3383245584576;0,152183751810964;;;;
GALP;5,75;;;GALP_66;1;0,4117324134144;0,152183751810964;;;;
GALP;6,9;;;GALP_66;1;0,543831379176;0,160153550043995;;;;
GALP;10,35;;;GALP_66;1;0,7326769402242;0,160146749789136;;;;
GALP;13,8;;;GALP_66;1;0,9443689705635;0,182568047152144;;;;
GALP;17,25;;;GALP_66;1;1,1512949837205;0,182568047152144;;;;
GALP;20,7;;;GALP_66;1;1,43599439505675;0,182568047152144;;;;
GALP;1,15;1;;GALP_67;1;0,18581409717;0,1835970075056;;;;
GALP;2,3;2;;GALP_67;1;0,2300129535885;0,1835970075056;;;;
GALP;3,45;3;;GALP_67;1;0,2834560992256;0,148945799644773;;;;
GALP;4,6;4;;GALP_67;1;0,3311261635968;0,148945799644773;;;;
GALP;5,75;;;GALP_67;1;0,4029721492992;0,148945799644773;;;;
GALP;6,9;;;GALP_67;1;0,532260498768;0,156746027702634;;;;
GALP;10,35;;;GALP_67;1;0,7170880691556;0,156739372134048;;;;
GALP;13,8;;;GALP_67;1;0,924276013743;0,178683620616992;;;;
GALP;17,25;;;GALP_67;1;1,126799345769;0,178683620616992;;;;
GALP;20,7;;;GALP_67;1;1,4054413228215;0,178683620616992;;;;
GALP;1,15;1;;GALP_68;1;0,181774660275;0,179605768212;;;;
GALP;2,3;2;;GALP_68;1;0,22501267198875;0,179605768212;;;;
GALP;3,45;3;;GALP_68;1;0,277294010112;0,145707847478582;;;;
GALP;4,6;4;;GALP_68;1;0,323927768736;0,145707847478582;;;;
GALP;5,75;;;GALP_68;1;0,394211885184;0,145707847478582;;;;
GALP;6,9;;;GALP_68;1;0,52068961836;0,153338505361272;;;;
GALP;10,35;;;GALP_68;1;0,701499198087;0,15333199447896;;;;
GALP;13,8;;;GALP_68;1;0,9041830569225;0,17479919408184;;;;
GALP;17,25;;;GALP_68;1;1,1023037078175;0,17479919408184;;;;
GALP;20,7;;;GALP_68;1;1,37488825058625;0,17479919408184;;;;
GALP;1,15;1;;GALP_69;1;0,18581409717;0,1835970075056;;;;
GALP;2,3;2;;GALP_69;1;0,2300129535885;0,1835970075056;;;;
GALP;3,45;3;;GALP_69;1;0,2834560992256;0,148945799644773;;;;
GALP;4,6;4;;GALP_69;1;0,3311261635968;0,148945799644773;;;;
GALP;5,75;;;GALP_69;1;0,4029721492992;0,148945799644773;;;;
GALP;6,9;;;GALP_69;1;0,532260498768;0,156746027702634;;;;
GALP;10,35;;;GALP_69;1;0,7170880691556;0,156739372134048;;;;
GALP;13,8;;;GALP_69;1;0,924276013743;0,178683620616992;;;;
GALP;17,25;;;GALP_69;1;1,126799345769;0,178683620616992;;;;
GALP;20,7;;;GALP_69;1;1,4054413228215;0,178683620616992;;;;
GALP;1,15;1;;GALP_70;1;0,181774660275;0,179605768212;;;;
GALP;2,3;2;;GALP_70;1;0,22501267198875;0,179605768212;;;;
GALP;3,45;3;;GALP_70;1;0,277294010112;0,145707847478582;;;;
GALP;4,6;4;;GALP_70;1;0,323927768736;0,145707847478582;;;;
GALP;5,75;;;GALP_70;1;0,394211885184;0,145707847478582;;;;
GALP;6,9;;;GALP_70;1;0,52068961836;0,153338505361272;;;;
GALP;10,35;;;GALP_70;1;0,701499198087;0,15333199447896;;;;
GALP;13,8;;;GALP_70;1;0,9041830569225;0,17479919408184;;;;
GALP;17,25;;;GALP_70;1;1,1023037078175;0,17479919408184;;;;
GALP;20,7;;;GALP_70;1;1,37488825058625;0,17479919408184;;;;
GALP;1,15;1;;GALP_71;1;0,189853534065;0,1875882467992;;;;
GALP;2,3;2;;GALP_71;1;0,23501323518825;0,1875882467992;;;;
GALP;3,45;3;;GALP_71;1;0,2896181883392;0,152183751810964;;;;
GALP;4,6;4;;GALP_71;1;0,3383245584576;0,152183751810964;;;;
GALP;5,75;;;GALP_71;1;0,4117324134144;0,152183751810964;;;;
GALP;6,9;;;GALP_71;1;0,543831379176;0,160153550043995;;;;
GALP;10,35;;;GALP_71;1;0,7326769402242;0,160146749789136;;;;
GALP;13,8;;;GALP_71;1;0,9443689705635;0,182568047152144;;;;
GALP;17,25;;;GALP_71;1;1,1512949837205;0,182568047152144;;;;
GALP;20,7;;;GALP_71;1;1,43599439505675;0,182568047152144;;;;
GALP;1,15;1;;GALP_72;1;;;;;0,099756144;0,1074487275
GALP;2,3;2;;GALP_72;1;;;;;0,1809248112;0,1065083824395
GALP;3,45;3;;GALP_72;1;;;;;0,263969352;0,105207744348
GALP;4,6;4;;GALP_72;1;;;;;0,41865912;0,103489255593
GALP;1,15;1;;GALP_73;1;;;;;0,1019729472;0,109836477
GALP;2,3;2;;GALP_73;1;;;;;0,18494536256;0,1088752353826
GALP;3,45;3;;GALP_73;1;;;;;0,2698353376;0,1075456942224
GALP;4,6;4;;GALP_73;1;;;;;0,427962656;0,1057890168284
GALP;1,15;1;;GALP_74;1;;;;;0,099756144;0,1074487275
GALP;2,3;2;;GALP_74;1;;;;;0,1809248112;0,1065083824395
GALP;3,45;3;;GALP_74;1;;;;;0,263969352;0,105207744348
GALP;4,6;4;;GALP_74;1;;;;;0,41865912;0,103489255593
GALP;1,15;1;;GALP_75;1;;;;;0,1041897504;0,1122242265
GALP;2,3;2;;GALP_75;1;;;;;0,18896591392;0,1112420883257
GALP;3,45;3;;GALP_75;1;;;;;0,2757013232;0,1098836440968
GALP;4,6;4;;GALP_75;1;;;;;0,437266192;0,1080887780638
GALP;1,15;1;;GALP_76;1;0,18581409717;0,1835970075056;;;;
GALP;2,3;2;;GALP_76;1;0,2300129535885;0,1835970075056;;;;
GALP;3,45;3;;GALP_76;1;0,2834560992256;0,148945799644773;;;;
GALP;4,6;4;;GALP_76;1;0,3311261635968;0,148945799644773;;;;
GALP;5,75;;;GALP_76;1;0,4029721492992;0,148945799644773;;;;
GALP;6,9;;;GALP_76;1;0,532260498768;0,156746027702634;;;;
GALP;10,35;;;GALP_76;1;0,7170880691556;0,156739372134048;;;;
GALP;13,8;;;GALP_76;1;0,924276013743;0,178683620616992;;;;
GALP;17,25;;;GALP_76;1;1,126799345769;0,178683620616992;;;;
GALP;20,7;;;GALP_76;1;1,4054413228215;0,178683620616992;;;;
GALP;1,15;1;;GALP_77;1;0,189853534065;0,1875882467992;;;;
GALP;2,3;2;;GALP_77;1;0,23501323518825;0,1875882467992;;;;
GALP;3,45;3;;GALP_77;1;0,2896181883392;0,152183751810964;;;;
GALP;4,6;4;;GALP_77;1;0,3383245584576;0,152183751810964;;;;
GALP;5,75;;;GALP_77;1;0,4117324134144;0,152183751810964;;;;
GALP;6,9;;;GALP_77;1;0,543831379176;0,160153550043995;;;;
GALP;10,35;;;GALP_77;1;0,7326769402242;0,160146749789136;;;;
GALP;13,8;;;GALP_77;1;0,9443689705635;0,182568047152144;;;;
